intent,utterance,data
SearchCreativeWork,Where can I find the game KAAKAI Newspaper,"[{'text': 'Where can I find the '}, {'text': 'game', 'entity': 'object_type'}, {'text': ' '}, {'text': 'KAAKAI Newspaper', 'entity': 'object_name'}]"
SearchCreativeWork,Find the show Manthan,"[{'text': 'Find the '}, {'text': 'show', 'entity': 'object_type'}, {'text': ' '}, {'text': 'Manthan', 'entity': 'object_name'}]"
SearchCreativeWork,"find Attack Surface Analyzer, a painting","[{'text': 'find '}, {'text': 'Attack Surface Analyzer', 'entity': 'object_name'}, {'text': ', a '}, {'text': 'painting', 'entity': 'object_type'}]"
SearchCreativeWork,Find a television show called Structured Fax File.,"[{'text': 'Find a '}, {'text': 'television show', 'entity': 'object_type'}, {'text': ' called '}, {'text': 'Structured Fax File', 'entity': 'object_name'}, {'text': '.'}]"
SearchCreativeWork,find the picture Their Finest Hour,"[{'text': 'find the '}, {'text': 'picture', 'entity': 'object_type'}, {'text': ' '}, {'text': 'Their Finest Hour', 'entity': 'object_name'}]"
SearchCreativeWork,Where can I purchase the TV show Time for Heroes,"[{'text': 'Where can I purchase the '}, {'text': 'TV show', 'entity': 'object_type'}, {'text': ' '}, {'text': 'Time for Heroes', 'entity': 'object_name'}]"
SearchCreativeWork,Can you pull up Queen of the Organ,"[{'text': 'Can you pull up '}, {'text': 'Queen of the Organ', 'entity': 'object_name'}]"
SearchCreativeWork,play Cry Baby Lane,"[{'text': 'play '}, {'text': 'Cry Baby Lane', 'entity': 'object_name'}]"
SearchCreativeWork,I'd like to watch the trailer for Dungeons & Dragons: Chronicles of Mystara.,"[{'text': ""I'd like to watch the ""}, {'text': 'trailer', 'entity': 'object_type'}, {'text': ' for '}, {'text': 'Dungeons & Dragons: Chronicles of Mystara', 'entity': 'object_name'}, {'text': '.'}]"
SearchCreativeWork,Please find me the Youth Against Fascism television show.,"[{'text': 'Please find me the '}, {'text': 'Youth Against Fascism', 'entity': 'object_name'}, {'text': ' '}, {'text': 'television show', 'entity': 'object_type'}, {'text': '.'}]"
SearchCreativeWork,Find a show called The Inheritors,"[{'text': 'Find a '}, {'text': 'show', 'entity': 'object_type'}, {'text': ' called '}, {'text': 'The Inheritors', 'entity': 'object_name'}]"
SearchCreativeWork,Find book The Music Lovers,"[{'text': 'Find '}, {'text': 'book', 'entity': 'object_type'}, {'text': ' '}, {'text': 'The Music Lovers', 'entity': 'object_name'}]"
SearchCreativeWork,Find a novel called Nature Reviews Genetics.,"[{'text': 'Find a '}, {'text': 'novel', 'entity': 'object_type'}, {'text': ' called '}, {'text': 'Nature Reviews Genetics', 'entity': 'object_name'}, {'text': '.'}]"
SearchCreativeWork,search for the trailer The Thieving Magpie,"[{'text': 'search for the '}, {'text': 'trailer', 'entity': 'object_type'}, {'text': ' '}, {'text': 'The Thieving Magpie', 'entity': 'object_name'}]"
SearchCreativeWork,Play the trailer for A Lineage of Grace,"[{'text': 'Play the '}, {'text': 'trailer', 'entity': 'object_type'}, {'text': ' for '}, {'text': 'A Lineage of Grace', 'entity': 'object_name'}]"
SearchCreativeWork,Look for the Editor & Publisher TV series,"[{'text': 'Look for the '}, {'text': 'Editor & Publisher', 'entity': 'object_name'}, {'text': ' '}, {'text': 'TV series', 'entity': 'object_type'}]"
SearchCreativeWork,Find The Way West show,"[{'text': 'Find '}, {'text': 'The Way West', 'entity': 'object_name'}, {'text': ' '}, {'text': 'show', 'entity': 'object_type'}]"
SearchCreativeWork,How can I see the show Pulse 2: Afterlife?,"[{'text': 'How can I see the '}, {'text': 'show', 'entity': 'object_type'}, {'text': ' '}, {'text': 'Pulse 2: Afterlife', 'entity': 'object_name'}, {'text': '?'}]"
SearchCreativeWork,Show The Second Civil War saga,"[{'text': 'Show '}, {'text': 'The Second Civil War', 'entity': 'object_name'}, {'text': ' '}, {'text': 'saga', 'entity': 'object_type'}]"
SearchCreativeWork,Search for Another Cinderella Story,"[{'text': 'Search for '}, {'text': 'Another Cinderella Story', 'entity': 'object_name'}]"
SearchCreativeWork,where can I find the video game called Izuna 2: The Unemployed Ninja Returns,"[{'text': 'where can I find the '}, {'text': 'video game', 'entity': 'object_type'}, {'text': ' called '}, {'text': 'Izuna 2: The Unemployed Ninja Returns', 'entity': 'object_name'}]"
SearchCreativeWork,Find painting Big Ideas,"[{'text': 'Find '}, {'text': 'painting', 'entity': 'object_type'}, {'text': ' '}, {'text': 'Big Ideas', 'entity': 'object_name'}]"
SearchCreativeWork,Get me the soundtrack from Sensation Comics.,"[{'text': 'Get me the '}, {'text': 'soundtrack', 'entity': 'object_type'}, {'text': ' from '}, {'text': 'Sensation Comics', 'entity': 'object_name'}, {'text': '.'}]"
SearchCreativeWork,Find me the book called Suffer,"[{'text': 'Find me the '}, {'text': 'book', 'entity': 'object_type'}, {'text': ' called '}, {'text': 'Suffer', 'entity': 'object_name'}]"
SearchCreativeWork,find the Deathsmiles II soundtrack,"[{'text': 'find the '}, {'text': 'Deathsmiles II', 'entity': 'object_name'}, {'text': ' '}, {'text': 'soundtrack', 'entity': 'object_type'}]"
SearchCreativeWork,Go to The Devil in the Deal:50 Secrets to Successful Dealmaking,"[{'text': 'Go to '}, {'text': 'The Devil in the Deal:50 Secrets to Successful Dealmaking', 'entity': 'object_name'}]"
SearchCreativeWork,Play me the song Just to See You Smile.,"[{'text': 'Play me the '}, {'text': 'song', 'entity': 'object_type'}, {'text': ' '}, {'text': 'Just to See You Smile', 'entity': 'object_name'}, {'text': '.'}]"
SearchCreativeWork,Show me TV series Lego Star Wars 3: The Clone Wars,"[{'text': 'Show me '}, {'text': 'TV series', 'entity': 'object_type'}, {'text': ' '}, {'text': 'Lego Star Wars 3: The Clone Wars', 'entity': 'object_name'}]"
SearchCreativeWork,Find a soundtrack called I Still Believe in You.,"[{'text': 'Find a '}, {'text': 'soundtrack', 'entity': 'object_type'}, {'text': ' called '}, {'text': 'I Still Believe in You', 'entity': 'object_name'}, {'text': '.'}]"
SearchCreativeWork,I'm looking for the trailer to Evil or Divine - Live in New York City.,"[{'text': ""I'm looking for the ""}, {'text': 'trailer', 'entity': 'object_type'}, {'text': ' to '}, {'text': 'Evil or Divine - Live in New York City', 'entity': 'object_name'}, {'text': '.'}]"
SearchCreativeWork,How to buy picture of Agent Hamilton: But Not If It Concerns Your Daughter,"[{'text': 'How to buy '}, {'text': 'picture', 'entity': 'object_type'}, {'text': ' of '}, {'text': 'Agent Hamilton: But Not If It Concerns Your Daughter', 'entity': 'object_name'}]"
SearchCreativeWork,What does For All the Wrong Reasons look like,"[{'text': 'What does '}, {'text': 'For All the Wrong Reasons', 'entity': 'object_name'}, {'text': ' look like'}]"
SearchCreativeWork,show creativity of The Album saga,"[{'text': 'show creativity of '}, {'text': 'The Album', 'entity': 'object_name'}, {'text': ' '}, {'text': 'saga', 'entity': 'object_type'}]"
SearchScreeningEvent,Where is the nearest movie theatre that is playing Honeysuckle Rose,"[{'text': 'Where is the '}, {'text': 'nearest', 'entity': 'spatial_relation'}, {'text': ' '}, {'text': 'movie theatre', 'entity': 'object_location_type'}, {'text': ' that is playing '}, {'text': 'Honeysuckle Rose', 'entity': 'movie_name'}]"
SearchScreeningEvent,find movie times,"[{'text': 'find '}, {'text': 'movie times', 'entity': 'object_type'}]"
SearchScreeningEvent,Does AMC Theatres have movie schedules out?,"[{'text': 'Does '}, {'text': 'AMC Theatres', 'entity': 'location_name'}, {'text': ' have '}, {'text': 'movie schedules', 'entity': 'object_type'}, {'text': ' out?'}]"
SearchScreeningEvent,What time will The Age of Success be showing?,"[{'text': 'What time will '}, {'text': 'The Age of Success', 'entity': 'movie_name'}, {'text': ' be showing?'}]"
SearchScreeningEvent,show nearest movie theatre to watch Black Jesus,"[{'text': 'show '}, {'text': 'nearest', 'entity': 'spatial_relation'}, {'text': ' '}, {'text': 'movie theatre', 'entity': 'object_location_type'}, {'text': ' to watch '}, {'text': 'Black Jesus', 'entity': 'movie_name'}]"
SearchScreeningEvent,I want to go see A Simple Noodle Story in seventeen seconds at Goodrich Quality Theaters.,"[{'text': 'I want to go see '}, {'text': 'A Simple Noodle Story', 'entity': 'movie_name'}, {'text': ' '}, {'text': 'in seventeen seconds', 'entity': 'timeRange'}, {'text': ' at '}, {'text': 'Goodrich Quality Theaters', 'entity': 'location_name'}, {'text': '.'}]"
SearchScreeningEvent,find a movie schedule in the neighborhood for films,"[{'text': 'find a '}, {'text': 'movie schedule', 'entity': 'object_type'}, {'text': ' '}, {'text': 'in the neighborhood', 'entity': 'spatial_relation'}, {'text': ' for '}, {'text': 'films', 'entity': 'movie_type'}]"
SearchScreeningEvent,What time is film showing at Southern Theatres,"[{'text': 'What time is '}, {'text': 'film', 'entity': 'movie_type'}, {'text': ' showing at '}, {'text': 'Southern Theatres', 'entity': 'location_name'}]"
SearchScreeningEvent,Find the schedule for The Tale of Sweeney Todd at seven o'clock.,"[{'text': 'Find the '}, {'text': 'schedule', 'entity': 'object_type'}, {'text': ' for '}, {'text': 'The Tale of Sweeney Todd', 'entity': 'movie_name'}, {'text': ' at '}, {'text': ""seven o'clock"", 'entity': 'timeRange'}, {'text': '.'}]"
SearchScreeningEvent,Find movie schedules.,"[{'text': 'Find '}, {'text': 'movie schedules', 'entity': 'object_type'}, {'text': '.'}]"
SearchScreeningEvent,What are the movie times of films in the neighbourhood,"[{'text': 'What are the '}, {'text': 'movie times', 'entity': 'object_type'}, {'text': ' of '}, {'text': 'films', 'entity': 'movie_type'}, {'text': ' '}, {'text': 'in the neighbourhood', 'entity': 'spatial_relation'}]"
SearchScreeningEvent,Show me movie time for I Am Sorry  at my movie house,"[{'text': 'Show me movie time for '}, {'text': 'I Am Sorry', 'entity': 'movie_name'}, {'text': '  at my '}, {'text': 'movie house', 'entity': 'object_location_type'}]"
SearchScreeningEvent,Can you bring up the movie schedule for ArcLight Hollywood?,"[{'text': 'Can you bring up the '}, {'text': 'movie schedule', 'entity': 'object_type'}, {'text': ' for '}, {'text': 'ArcLight Hollywood', 'entity': 'location_name'}, {'text': '?'}]"
SearchScreeningEvent,what's the nearest cinema showing The Death of Stalinism in Bohemia 1 second from now,"[{'text': ""what's the ""}, {'text': 'nearest', 'entity': 'spatial_relation'}, {'text': ' '}, {'text': 'cinema', 'entity': 'object_location_type'}, {'text': ' showing '}, {'text': 'The Death of Stalinism in Bohemia', 'entity': 'movie_name'}, {'text': ' '}, {'text': '1 second from now', 'entity': 'timeRange'}]"
SearchScreeningEvent,Where is the nearest movie theatre playing The Sword of Many Lovers?,"[{'text': 'Where is the '}, {'text': 'nearest', 'entity': 'spatial_relation'}, {'text': ' '}, {'text': 'movie theatre', 'entity': 'object_location_type'}, {'text': ' playing '}, {'text': 'The Sword of Many Lovers', 'entity': 'movie_name'}, {'text': '?'}]"
SearchScreeningEvent,I want a list of showings of Days of Fire at Harkins Theatres,"[{'text': 'I want a list of showings of '}, {'text': 'Days of Fire', 'entity': 'movie_name'}, {'text': ' at '}, {'text': 'Harkins Theatres', 'entity': 'location_name'}]"
SearchScreeningEvent,Find the nearest movie house that's showing movies,"[{'text': 'Find the '}, {'text': 'nearest', 'entity': 'spatial_relation'}, {'text': ' '}, {'text': 'movie house', 'entity': 'object_location_type'}, {'text': "" that's showing ""}, {'text': 'movies', 'entity': 'movie_type'}]"
SearchScreeningEvent,Let me know what animated movies are playing around here.,"[{'text': 'Let me know what '}, {'text': 'animated movies', 'entity': 'movie_type'}, {'text': ' are playing '}, {'text': 'around here', 'entity': 'spatial_relation'}, {'text': '.'}]"
SearchScreeningEvent,Please give me the movie schedules.,"[{'text': 'Please give me the '}, {'text': 'movie schedules', 'entity': 'object_type'}, {'text': '.'}]"
SearchScreeningEvent,Where is the nearest cinema that is playing Pioneers of the West,"[{'text': 'Where is the '}, {'text': 'nearest', 'entity': 'spatial_relation'}, {'text': ' '}, {'text': 'cinema', 'entity': 'object_location_type'}, {'text': ' that is playing '}, {'text': 'Pioneers of the West', 'entity': 'movie_name'}]"
SearchScreeningEvent,Find movie schedules.,"[{'text': 'Find '}, {'text': 'movie schedules', 'entity': 'object_type'}, {'text': '.'}]"
SearchScreeningEvent,find movie times,"[{'text': 'find '}, {'text': 'movie times', 'entity': 'object_type'}]"
SearchScreeningEvent,tell me what films are around here,"[{'text': 'tell me what '}, {'text': 'films', 'entity': 'movie_type'}, {'text': ' are '}, {'text': 'around here', 'entity': 'spatial_relation'}]"
SearchScreeningEvent,what are the movie times for Dickinson Theatres,"[{'text': 'what are the '}, {'text': 'movie times', 'entity': 'object_type'}, {'text': ' for '}, {'text': 'Dickinson Theatres', 'entity': 'location_name'}]"
SearchScreeningEvent,What time does the next movie play around here,"[{'text': 'What time does the next '}, {'text': 'movie', 'entity': 'movie_type'}, {'text': ' play '}, {'text': 'around here', 'entity': 'spatial_relation'}]"
SearchScreeningEvent,Which movies are being screened around here?,"[{'text': 'Which '}, {'text': 'movies', 'entity': 'movie_type'}, {'text': ' are being screened '}, {'text': 'around here', 'entity': 'spatial_relation'}, {'text': '?'}]"
SearchScreeningEvent,what films are showing in the neighborhood ,"[{'text': 'what '}, {'text': 'films', 'entity': 'movie_type'}, {'text': ' are showing '}, {'text': 'in the neighborhood', 'entity': 'spatial_relation'}, {'text': ' '}]"
SearchScreeningEvent,Show me the movie times for Caribbean Cinemas in 1 second .,"[{'text': 'Show me the '}, {'text': 'movie times', 'entity': 'object_type'}, {'text': ' for '}, {'text': 'Caribbean Cinemas', 'entity': 'location_name'}, {'text': ' '}, {'text': 'in 1 second', 'entity': 'timeRange'}, {'text': ' .'}]"
SearchScreeningEvent,find movie times,"[{'text': 'find '}, {'text': 'movie times', 'entity': 'object_type'}]"
SearchScreeningEvent,Give me some info on when Hands Across the Border will be laying at the cinema.,"[{'text': 'Give me some info on when '}, {'text': 'Hands Across the Border', 'entity': 'movie_name'}, {'text': ' will be laying at the '}, {'text': 'cinema', 'entity': 'object_location_type'}, {'text': '.'}]"
SearchScreeningEvent,what movies are around here,"[{'text': 'what '}, {'text': 'movies', 'entity': 'movie_type'}, {'text': ' are '}, {'text': 'around here', 'entity': 'spatial_relation'}]"
SearchScreeningEvent,Can I get the movie schedules for Loews Cineplex?,"[{'text': 'Can I get the '}, {'text': 'movie schedules', 'entity': 'object_type'}, {'text': ' for '}, {'text': 'Loews Cineplex', 'entity': 'location_name'}, {'text': '?'}]"
SearchScreeningEvent,Is The Wash playing at the cinema in one minute,"[{'text': 'Is '}, {'text': 'The Wash', 'entity': 'movie_name'}, {'text': ' playing at the '}, {'text': 'cinema', 'entity': 'object_location_type'}, {'text': ' '}, {'text': 'in one minute', 'entity': 'timeRange'}]"
SearchScreeningEvent,What films are playing at Pacific Theatres,"[{'text': 'What '}, {'text': 'films', 'entity': 'movie_type'}, {'text': ' are playing at '}, {'text': 'Pacific Theatres', 'entity': 'location_name'}]"
SearchScreeningEvent,find Blood and Bones,"[{'text': 'find '}, {'text': 'Blood and Bones', 'entity': 'movie_name'}]"
SearchScreeningEvent,What is the movie schedule like,"[{'text': 'What is the '}, {'text': 'movie schedule', 'entity': 'object_type'}, {'text': ' like'}]"
SearchScreeningEvent,find films scheudle in the neighborhood at 2,"[{'text': 'find '}, {'text': 'films', 'entity': 'movie_type'}, {'text': ' scheudle '}, {'text': 'in the neighborhood', 'entity': 'spatial_relation'}, {'text': ' at '}, {'text': '2', 'entity': 'timeRange'}]"
SearchScreeningEvent,What time is Phera playing,"[{'text': 'What time is '}, {'text': 'Phera', 'entity': 'movie_name'}, {'text': ' playing'}]"
SearchScreeningEvent,is Transcending Fear at Malco Theatres,"[{'text': 'is '}, {'text': 'Transcending Fear', 'entity': 'movie_name'}, {'text': ' at '}, {'text': 'Malco Theatres', 'entity': 'location_name'}]"
SearchScreeningEvent,What time is A Man for Burning playing,"[{'text': 'What time is '}, {'text': 'A Man for Burning', 'entity': 'movie_name'}, {'text': ' playing'}]"
SearchScreeningEvent,I'd like showtimes for The Story of Wish You Were Here.,"[{'text': ""I'd like showtimes for ""}, {'text': 'The Story of Wish You Were Here', 'entity': 'movie_name'}, {'text': '.'}]"
SearchScreeningEvent,Show me movie times at the Pacific Theatres for the movie The Hot Rock,"[{'text': 'Show me movie '}, {'text': 'times', 'entity': 'object_type'}, {'text': ' at the '}, {'text': 'Pacific Theatres', 'entity': 'location_name'}, {'text': ' for the movie '}, {'text': 'The Hot Rock', 'entity': 'movie_name'}]"
SearchScreeningEvent,Is this film going to be at Malco Theatres?,"[{'text': 'Is this '}, {'text': 'film', 'entity': 'movie_type'}, {'text': ' going to be at '}, {'text': 'Malco Theatres', 'entity': 'location_name'}, {'text': '?'}]"
SearchScreeningEvent,Give me some movie schedules.,"[{'text': 'Give me some '}, {'text': 'movie schedules', 'entity': 'object_type'}, {'text': '.'}]"
SearchScreeningEvent,What is the movie schedule for General Cinema Corporation?,"[{'text': 'What is the '}, {'text': 'movie schedule', 'entity': 'object_type'}, {'text': ' for '}, {'text': 'General Cinema Corporation', 'entity': 'location_name'}, {'text': '?'}]"
SearchScreeningEvent,When will the Blonde Ambition be playing,"[{'text': 'When will the '}, {'text': 'Blonde Ambition', 'entity': 'movie_name'}, {'text': ' be playing'}]"
SearchScreeningEvent,What movie house is playing the animated movies nearest?,"[{'text': 'What '}, {'text': 'movie house', 'entity': 'object_location_type'}, {'text': ' is playing the '}, {'text': 'animated movies', 'entity': 'movie_type'}, {'text': ' '}, {'text': 'nearest', 'entity': 'spatial_relation'}, {'text': '?'}]"
SearchScreeningEvent,Please tell me what the movie schedule looks like for the AMC Theatres in twenty one hours,"[{'text': 'Please tell me what the '}, {'text': 'movie schedule', 'entity': 'object_type'}, {'text': ' looks like for the '}, {'text': 'AMC Theatres', 'entity': 'location_name'}, {'text': ' '}, {'text': 'in twenty one hours', 'entity': 'timeRange'}]"
SearchScreeningEvent,Whens the next showing of The Game of Their Lives,"[{'text': 'Whens the next showing of '}, {'text': 'The Game of Their Lives', 'entity': 'movie_name'}]"
SearchScreeningEvent,Can I see the movie schedules?,"[{'text': 'Can I see the '}, {'text': 'movie schedules', 'entity': 'object_type'}, {'text': '?'}]"
RateBook,Give the current novel a 3 out of 6 rating,"[{'text': 'Give the '}, {'text': 'current', 'entity': 'object_select'}, {'text': ' '}, {'text': 'novel', 'entity': 'object_type'}, {'text': ' a '}, {'text': '3', 'entity': 'rating_value'}, {'text': ' out of '}, {'text': '6', 'entity': 'best_rating'}, {'text': ' rating'}]"
RateBook,I would say this essay deserves four points,"[{'text': 'I would say '}, {'text': 'this', 'entity': 'object_select'}, {'text': ' '}, {'text': 'essay', 'entity': 'object_type'}, {'text': ' deserves '}, {'text': 'four', 'entity': 'rating_value'}, {'text': ' '}, {'text': 'points', 'entity': 'rating_unit'}]"
RateBook,Give the current part of the series 1 points.,"[{'text': 'Give the '}, {'text': 'current', 'entity': 'object_select'}, {'text': ' part of the '}, {'text': 'series', 'entity': 'object_part_of_series_type'}, {'text': ' '}, {'text': '1', 'entity': 'rating_value'}, {'text': ' '}, {'text': 'points', 'entity': 'rating_unit'}, {'text': '.'}]"
RateBook,this essay should get 1 of the points,"[{'text': 'this', 'entity': 'object_select'}, {'text': ' '}, {'text': 'essay', 'entity': 'object_type'}, {'text': ' should get '}, {'text': '1', 'entity': 'rating_value'}, {'text': ' of the '}, {'text': 'points', 'entity': 'rating_unit'}]"
RateBook,i give the following textbook three points,"[{'text': 'i give the '}, {'text': 'following', 'entity': 'object_select'}, {'text': ' '}, {'text': 'textbook', 'entity': 'object_type'}, {'text': ' '}, {'text': 'three', 'entity': 'rating_value'}, {'text': ' '}, {'text': 'points', 'entity': 'rating_unit'}]"
RateBook,give one to this novel,"[{'text': 'give '}, {'text': 'one', 'entity': 'rating_value'}, {'text': ' to '}, {'text': 'this', 'entity': 'object_select'}, {'text': ' '}, {'text': 'novel', 'entity': 'object_type'}]"
RateBook,rate this current album one stars,"[{'text': 'rate this '}, {'text': 'current', 'entity': 'object_select'}, {'text': ' '}, {'text': 'album', 'entity': 'object_type'}, {'text': ' '}, {'text': 'one', 'entity': 'rating_value'}, {'text': ' '}, {'text': 'stars', 'entity': 'rating_unit'}]"
RateBook,Rate The Honourable Jim a three,"[{'text': 'Rate '}, {'text': 'The Honourable Jim', 'entity': 'object_name'}, {'text': ' a '}, {'text': 'three', 'entity': 'rating_value'}]"
RateBook,1 points for Victory for Us Is to See You Suffer,"[{'text': '1', 'entity': 'rating_value'}, {'text': ' '}, {'text': 'points', 'entity': 'rating_unit'}, {'text': ' for '}, {'text': 'Victory for Us Is to See You Suffer', 'entity': 'object_name'}]"
RateBook,rate The Overton Window series a two out of 6,"[{'text': 'rate '}, {'text': 'The Overton Window', 'entity': 'object_name'}, {'text': ' '}, {'text': 'series', 'entity': 'object_part_of_series_type'}, {'text': ' a '}, {'text': 'two', 'entity': 'rating_value'}, {'text': ' out of '}, {'text': '6', 'entity': 'best_rating'}]"
RateBook,Rate The Principle of Hope 1 out of 6 stars,"[{'text': 'Rate '}, {'text': 'The Principle of Hope', 'entity': 'object_name'}, {'text': ' '}, {'text': '1', 'entity': 'rating_value'}, {'text': ' out of '}, {'text': '6', 'entity': 'best_rating'}, {'text': ' '}, {'text': 'stars', 'entity': 'rating_unit'}]"
RateBook,rate My Life As a Book five out of 6,"[{'text': 'rate '}, {'text': 'My Life As a Book', 'entity': 'object_name'}, {'text': ' '}, {'text': 'five', 'entity': 'rating_value'}, {'text': ' out of '}, {'text': '6', 'entity': 'best_rating'}]"
RateBook,Rate my current album 3 stars,"[{'text': 'Rate my '}, {'text': 'current', 'entity': 'object_select'}, {'text': ' '}, {'text': 'album', 'entity': 'object_type'}, {'text': ' '}, {'text': '3', 'entity': 'rating_value'}, {'text': ' '}, {'text': 'stars', 'entity': 'rating_unit'}]"
RateBook,A rating of four out of 6 goes to Memory in Death,"[{'text': 'A rating of '}, {'text': 'four', 'entity': 'rating_value'}, {'text': ' out of '}, {'text': '6', 'entity': 'best_rating'}, {'text': ' goes to '}, {'text': 'Memory in Death', 'entity': 'object_name'}]"
RateBook,I give Warheart 5 stars.,"[{'text': 'I give '}, {'text': 'Warheart', 'entity': 'object_name'}, {'text': ' '}, {'text': '5', 'entity': 'rating_value'}, {'text': ' '}, {'text': 'stars', 'entity': 'rating_unit'}, {'text': '.'}]"
RateBook,Give this novel two out of 6 stars,"[{'text': 'Give '}, {'text': 'this', 'entity': 'object_select'}, {'text': ' '}, {'text': 'novel', 'entity': 'object_type'}, {'text': ' '}, {'text': 'two', 'entity': 'rating_value'}, {'text': ' out of '}, {'text': '6', 'entity': 'best_rating'}, {'text': ' '}, {'text': 'stars', 'entity': 'rating_unit'}]"
RateBook,rate Betrayer of Worlds 1 out of 6,"[{'text': 'rate '}, {'text': 'Betrayer of Worlds', 'entity': 'object_name'}, {'text': ' '}, {'text': '1', 'entity': 'rating_value'}, {'text': ' out of '}, {'text': '6', 'entity': 'best_rating'}]"
RateBook,Give the current series a one.,"[{'text': 'Give the '}, {'text': 'current', 'entity': 'object_select'}, {'text': ' '}, {'text': 'series', 'entity': 'object_part_of_series_type'}, {'text': ' a '}, {'text': 'one', 'entity': 'rating_value'}, {'text': '.'}]"
RateBook,rate Alfred Kropp: The Thirteenth Skull 3 out of 6,"[{'text': 'rate '}, {'text': 'Alfred Kropp: The Thirteenth Skull', 'entity': 'object_name'}, {'text': ' '}, {'text': '3', 'entity': 'rating_value'}, {'text': ' out of '}, {'text': '6', 'entity': 'best_rating'}]"
RateBook,I give this series a value of one and a best rating of 6,"[{'text': 'I give '}, {'text': 'this', 'entity': 'object_select'}, {'text': ' '}, {'text': 'series', 'entity': 'object_part_of_series_type'}, {'text': ' a value of '}, {'text': 'one', 'entity': 'rating_value'}, {'text': ' and a best rating of '}, {'text': '6', 'entity': 'best_rating'}]"
RateBook,"Rate Shadow of Night a 1
","[{'text': 'Rate '}, {'text': 'Shadow of Night', 'entity': 'object_name'}, {'text': ' a '}, {'text': '1', 'entity': 'rating_value'}, {'text': '\n'}]"
RateBook,I rate Wideacre five of a possiable 6 ,"[{'text': 'I rate '}, {'text': 'Wideacre', 'entity': 'object_name'}, {'text': ' '}, {'text': 'five', 'entity': 'rating_value'}, {'text': ' of a possiable '}, {'text': '6', 'entity': 'best_rating'}, {'text': ' '}]"
RateBook,"rate Animals of the Bible one of 6
 points","[{'text': 'rate '}, {'text': 'Animals of the Bible', 'entity': 'object_name'}, {'text': ' '}, {'text': 'one', 'entity': 'rating_value'}, {'text': ' of '}, {'text': '6', 'entity': 'best_rating'}, {'text': '\n '}, {'text': 'points', 'entity': 'rating_unit'}]"
RateBook,Rate The Demolished Man a five ,"[{'text': 'Rate '}, {'text': 'The Demolished Man', 'entity': 'object_name'}, {'text': ' a '}, {'text': 'five', 'entity': 'rating_value'}, {'text': ' '}]"
RateBook,Give this novel four out of 6 stars.,"[{'text': 'Give '}, {'text': 'this', 'entity': 'object_select'}, {'text': ' '}, {'text': 'novel', 'entity': 'object_type'}, {'text': ' '}, {'text': 'four', 'entity': 'rating_value'}, {'text': ' out of '}, {'text': '6', 'entity': 'best_rating'}, {'text': ' '}, {'text': 'stars', 'entity': 'rating_unit'}, {'text': '.'}]"
RateBook,I think this novel only deserves 2 points out of 6.,"[{'text': 'I think '}, {'text': 'this', 'entity': 'object_select'}, {'text': ' '}, {'text': 'novel', 'entity': 'object_type'}, {'text': ' only deserves '}, {'text': '2', 'entity': 'rating_value'}, {'text': ' '}, {'text': 'points', 'entity': 'rating_unit'}, {'text': ' out of '}, {'text': '6', 'entity': 'best_rating'}, {'text': '.'}]"
RateBook,I would give this chronicle 0 stars,"[{'text': 'I would give '}, {'text': 'this', 'entity': 'object_select'}, {'text': ' '}, {'text': 'chronicle', 'entity': 'object_part_of_series_type'}, {'text': ' '}, {'text': '0', 'entity': 'rating_value'}, {'text': ' '}, {'text': 'stars', 'entity': 'rating_unit'}]"
RateBook,Rate Cold Light 5 out of 6 points.,"[{'text': 'Rate '}, {'text': 'Cold Light', 'entity': 'object_name'}, {'text': ' '}, {'text': '5', 'entity': 'rating_value'}, {'text': ' out of '}, {'text': '6', 'entity': 'best_rating'}, {'text': ' '}, {'text': 'points', 'entity': 'rating_unit'}, {'text': '.'}]"
RateBook,Rate Puttering About in a Small Land zero out of 6 stars,"[{'text': 'Rate '}, {'text': 'Puttering About in a Small Land', 'entity': 'object_name'}, {'text': ' '}, {'text': 'zero', 'entity': 'rating_value'}, {'text': ' out of '}, {'text': '6', 'entity': 'best_rating'}, {'text': ' '}, {'text': 'stars', 'entity': 'rating_unit'}]"
RateBook,Rate The Bell Curve a three.,"[{'text': 'Rate '}, {'text': 'The Bell Curve', 'entity': 'object_name'}, {'text': ' a '}, {'text': 'three', 'entity': 'rating_value'}, {'text': '.'}]"
RateBook,Rate this textbook four of 6,"[{'text': 'Rate '}, {'text': 'this', 'entity': 'object_select'}, {'text': ' '}, {'text': 'textbook', 'entity': 'object_type'}, {'text': ' '}, {'text': 'four', 'entity': 'rating_value'}, {'text': ' of '}, {'text': '6', 'entity': 'best_rating'}]"
RateBook,I am rating this book 5 out 6 points,"[{'text': 'I am rating '}, {'text': 'this', 'entity': 'object_select'}, {'text': ' '}, {'text': 'book', 'entity': 'object_type'}, {'text': ' '}, {'text': '5', 'entity': 'rating_value'}, {'text': ' out '}, {'text': '6', 'entity': 'best_rating'}, {'text': ' '}, {'text': 'points', 'entity': 'rating_unit'}]"
RateBook,rate this book titled The Silver Chalice a 1,"[{'text': 'rate this '}, {'text': 'book', 'entity': 'object_type'}, {'text': ' titled '}, {'text': 'The Silver Chalice', 'entity': 'object_name'}, {'text': ' a '}, {'text': '1', 'entity': 'rating_value'}]"
